"8/4/2015 10:10:28 AM","Ben Assef","11/7/2015","11/7/2015","","6:00 PM","Sioux Falls Craft Beer Expo","2:00 PM","11:00 AM","11/7/2015","6:00 PM","11/7/2015","8/4/2015 10:13:20 AM","1","BEA5292A-447E-48D6-ABEA-599C72CADC80","7"
"8/12/2015 8:44:07 AM","Ben Assef","9/5/2015","9/5/2015","","9:30 PM","The 4 On The Floor","7:00 PM","2:00 PM","9/5/2015","9:30 PM","9/5/2015","8/12/2015 8:46:28 AM","1","FB8A882D-3472-443F-B27A-5A944FDD12AF","7"
"8/14/2015 12:32:14 PM","Ben Assef","8/1/2015","8/1/2015","","","Shoot for the Cure","","","8/1/2015","","8/1/2015","8/14/2015 1:06:40 PM","1","2138D7C5-5935-4138-9C12-15D7F62C218B","7"
"8/14/2015 2:41:50 PM","Ben Assef","9/26/2015","9/26/2015","","6:00 PM","Latino Fest","1:00 PM","10:00 AM","9/26/2015","6:00 PM","9/26/2015","8/14/2015 2:47:44 PM","1","BF6FFC88-453E-44BD-94EE-A41F3FF727DB","7"
"8/16/2015 7:28:10 PM","Ben Assef","8/25/2016","6/2/2016","","","TOF 2016+","","","6/2/2016","","8/25/2016","8/17/2015 11:22:23 AM","85","4DE70D73-29A6-4E01-8E0B-D26D7A1E5C43","7"
"8/17/2015 9:47:36 AM","Ben Assef","10/10/2015","10/9/2015","","","Oaktoberfest","","","10/9/2015","","10/10/2015","8/17/2015 9:48:09 AM","2","FD64B5C1-4C66-40C7-B6B0-1F0AF3B59A78","7"
"8/17/2015 12:14:30 PM","Ben Assef","11/27/2015","11/27/2015","","","Here Comes Santa","","","11/27/2015","","11/27/2015","8/17/2015 12:15:27 PM","1","96D1387E-1523-4C23-BBAE-DC978C0FE7AB","7"
"8/18/2015 9:13:54 AM","Ben Assef","8/16/2015","8/13/2015","","","Lighting Rental","","","8/13/2015","","8/16/2015","8/18/2015 9:15:59 AM","4","EAD5BF6C-F615-4F26-8AB7-1A2E1EEF4B80","7"
"8/19/2015 2:16:44 PM","Ben Assef","9/19/2015","9/19/2015","","10:00 PM","Street Pub Event","2:00 PM","9:00 AM","9/19/2015","10:00 PM","9/19/2015","8/19/2015 2:19:04 PM","1","35A04C96-B7D5-418D-BED2-C7D977337A3F","7"
"8/19/2015 4:29:30 PM","Ben Assef","12/31/2015","12/31/2015","","","Wu Years Eve","","","12/31/2015","","12/31/2015","8/19/2015 4:30:02 PM","1","D28F8272-7F78-4718-A0E2-83ED286CCF9B","7"
"8/20/2015 2:44:13 PM","Ben Assef","8/22/2015","8/22/2015","","11:00 PM","C4 Fundraiser ","6:00 PM","2:00 PM","8/22/2015","11:00 PM","8/22/2015","8/20/2015 2:45:16 PM","1","DB8BEF9E-88C3-43AC-B569-62951680FA3A","7"
"8/24/2015 12:28:54 PM","Ben Assef","9/25/2015","9/25/2015","","12:00 AM","Light It Up","9:00 PM","7:00 PM","9/25/2015","12:00 AM","9/26/2015","8/24/2015 12:30:24 PM","1","96EF132A-A40F-4722-872E-61A3659590AC","7"
"8/31/2015 7:38:40 AM","Ben Assef","10/22/2015","10/22/2015","","9:30 PM","Annual Member Celebration","5:30 PM","9:00 AM","10/22/2015","9:30 PM","10/22/2015","8/31/2015 7:42:37 AM","1","01576C3A-CFA6-4797-AA94-F858ED0D53CC","7"
"9/2/2015 8:14:34 AM","Ben Assef","9/26/2015","9/24/2015","","1:00 AM","Boats and Bluegrass","3:00 PM","9:00 AM","9/24/2015","1:00 AM","9/27/2015","9/2/2015 8:16:17 AM","3","3CE0F48A-312B-4C42-838A-B7D2A7ECCC4E","7"
"9/8/2015 9:54:15 PM","Ben Assef","9/13/2015","9/13/2015","","5:00 PM","Meeting 9/13/15","2:00 PM","12:30 PM","9/13/2015","5:00 PM","9/13/2015","9/8/2015 10:08:23 PM","1","EF5A6A4A-B088-4B7C-9897-AA2429F3C27D","7"
"9/23/2015 9:38:38 PM","Ben Assef","2/20/2016","2/18/2016","","","SocialIce","","","2/18/2016","","2/20/2016","9/23/2015 9:41:27 PM","3","5F6E4513-C863-4090-8735-401100EC7E97","7"
"9/29/2015 3:39:03 PM","Sean O'Connell","9/29/2015","9/29/2015","","","Weird Event","","","9/29/2015","","9/29/2015","9/29/2015 3:39:13 PM","1","2220D8AA-9899-4AD8-9C20-347C4560ACAD","7"
"9/30/2015 4:51:34 PM","Ben Assef","9/28/2015","9/23/2015","","","Lighting Rental","","","9/23/2015","","9/28/2015","9/30/2015 4:52:12 PM","6","F60F9925-560E-4A19-A342-EE2FB6B4322F","7"
"9/30/2015 5:07:16 PM","Sean O'Connell","8/31/2015","6/1/2015","","","Zumba on the Plaza","","","6/1/2015","","8/31/2015","9/30/2015 5:07:16 PM","92","53BF21E1-163A-41E6-AF0E-70C4DF429EAD","7"
"10/1/2015 10:53:18 AM","Sean O'Connell","10/1/2015","10/1/2015","","","Useful Jenkins","","","10/1/2015","","10/1/2015","10/1/2015 10:53:28 AM","1","D3688639-CC30-4340-B9AC-1AA3E3C1F4F0","7"
"10/7/2015 1:09:01 PM","Ben Assef","10/7/2015","10/7/2015","","","Inventory","","","10/7/2015","","10/7/2015","10/7/2015 1:09:19 PM","1","1F05D139-88C4-4E2F-B642-DB7DEF5EB179","7"
"10/15/2015 10:39:57 AM","Ben Assef","10/22/2015","10/22/2015","","3:00 PM","Affordable Housing Award Anouncement","2:00 PM","12:00 PM","10/22/2015","3:00 PM","10/22/2015","10/15/2015 11:04:58 AM","1","7B6EDBAF-5E2A-4F6E-81EF-4422346A53B0","7"
"10/15/2015 11:06:57 AM","Ben Assef","12/19/2015","12/19/2015","","12:30 AM","Useful Jenkins","8:00 PM","2:00 PM","12/19/2015","12:30 AM","12/19/2015","10/15/2015 11:08:32 AM","1","69BB744A-F965-41F2-9365-CA14B3CB1F97","7"
"10/15/2015 11:27:15 PM","Ben Assef","12/31/2016","1/1/2016","","","2016 Budget","","","1/1/2016","","12/31/2016","10/15/2015 11:28:10 PM","1","AF068FD0-F8BE-423D-AF1A-C50DEB43B7A6","7"
"10/19/2015 10:03:23 PM","Ben Assef","10/19/2015","10/19/2015","","","Clean up","","","10/19/2015","","10/19/2015","10/19/2015 10:04:51 PM","1","030ECAAF-D55B-4E77-8C4B-1E9D57411C9E","7"
"10/23/2015 3:03:40 PM","Ben Assef","9/1/2016","9/1/2016","","","Charles Tune's Wedding","","","9/1/2016","","9/1/2016","10/23/2015 3:05:44 PM","1","C9AB86EE-6749-4C3B-9F54-E148EB665E3A","7"
"10/27/2015 10:52:16 PM","Ben Assef","11/2/2015","10/30/2015","","","Staging Rental","","","10/30/2015","","11/2/2015","10/27/2015 10:53:36 PM","1","40B4CF60-A0ED-4578-B275-DAD972694BDE","7"
"10/30/2015 12:14:29 PM","ben assef","4/23/2016","4/21/2016","","1:00 AM","Midwest Music Fest 2016","5:00 PM","10:00 AM","4/21/2016","11:00 AM","4/23/2016","10/30/2015 12:19:26 PM","3","78573CAF-4F62-472E-9E4F-AE3C57D69883","7"
"11/9/2015 9:02:57 AM","Ben Assef","4/9/2016","4/9/2016","","","Big Wu @ The Fitzgerald","","","4/9/2016","","4/9/2016","11/9/2015 9:03:37 AM","1","605989EC-FFA9-440E-AD9E-0A6BEF507663","7"
"11/10/2015 9:59:23 PM","Ben Assef","6/25/2016","3/11/2016","","","Midwest Starz 2016","","","3/11/2016","","6/25/2016","11/10/2015 10:03:41 PM","1","E2BA00FB-A604-49CE-ABE9-D62D36656502","7"
"11/13/2015 1:29:59 PM","Ben Assef","12/12/2015","12/12/2015","","9:00 PM","Rochester on Tap","12:00 PM","9:00 AM","12/12/2015","9:00 PM","12/12/2015","11/13/2015 1:37:09 PM","1","97216507-6F95-4468-A6CD-688C43ED24D2","7"
"11/16/2015 4:07:14 PM","Ben Assef","11/27/2015","11/27/2015","","","Stage Rental","","12:00 PM","11/25/2015","12:00 PM","11/28/2015","11/16/2015 4:09:12 PM","1","42C638BC-CFA3-4A89-B8B4-A87CF14579ED","7"
"11/24/2015 10:25:55 PM","Ben Assef","11/21/2015","11/20/2015","","","Speaker Rental","","","11/20/2015","","11/21/2015","11/24/2015 10:27:53 PM","2","1CB00696-0915-4946-8836-7F1888EC1BCA","7"
"11/25/2015 1:34:29 PM","Ben Assef","6/25/2016","6/24/2016","","","Stage Rental","","9:00 AM","6/24/2016","9:00 AM","6/26/2016","11/25/2015 1:36:24 PM","2","76964D7F-C729-41D2-9BB6-3CEF3009F251","7"
"12/3/2015 3:53:02 PM","Ben Assef","2/13/2016","2/13/2016","","4:00 PM","Winter Carnival","3:00 PM","12:00 PM","2/13/2016","4:00 PM","2/13/2016","12/3/2015 3:53:38 PM","1","5511E426-7277-45ED-96D2-5E47545AFFC4","7"
"12/4/2015 12:18:43 PM","Ben Assef","12/4/2015","12/4/2015","","","","","","12/4/2015","","12/4/2015","12/4/2015 12:21:05 PM","1","8E7B0400-BF96-4FBD-AB8D-760C3C877F66","7"
"12/8/2015 11:20:02 PM","Ben Assef","6/4/2016","6/2/2016","","","Bonfire","","","6/2/2016","","6/4/2016","12/8/2015 11:21:27 PM","3","9E239347-897A-4AFA-AE17-880D0C3F46E3","7"
"12/14/2015 3:14:34 PM","Ben Assef","5/29/2016","5/28/2016","","","Bucky's Blues Fest","","","5/28/2016","","5/29/2016","12/14/2015 3:18:13 PM","2","1F7C089A-EBB0-4191-8239-978AC855527F","7"
"12/17/2015 9:20:29 AM","Ben Assef","12/31/2015","12/31/2015","","","NYE Ball Drop","","","12/31/2015","","12/31/2015","12/17/2015 9:22:07 AM","1","06F9FDBC-2063-4A75-B431-827F4DB8ECBC","7"
"12/17/2015 10:15:04 AM","Ben Assef","12/17/2015","12/17/2015","","","Wireless Rental","","","12/17/2015","","12/17/2015","12/17/2015 10:15:23 AM","1","59DC0F38-FA9B-412E-B0F5-B254DE90592F","7"
"12/18/2015 12:14:31 PM","Ben Assef","1/16/2016","1/16/2016","","","Mankato Craft Beer Expo","","","1/16/2016","","1/16/2016","12/18/2015 12:15:05 PM","1","7C0C1B9C-ED2C-49B1-BBF7-86084A313202","7"
"12/22/2015 2:21:02 PM","Ben Assef","8/20/2016","8/18/2016","","","Houston County Fair","","","8/18/2016","","8/20/2016","12/22/2015 2:22:10 PM","3","1AA83AEB-459A-4565-8C39-BC9E1953D8E2","7"
"12/28/2015 1:28:37 PM","Ben Assef","6/1/2016","6/1/2016","","","Plaza Stage Signage","","","6/1/2016","","6/1/2016","5/7/2016 11:34:40 PM","1","6093023A-2B84-4593-AABD-A51585FDC41D","7"
"12/29/2015 11:24:35 PM","Ben Assef","4/30/2016","4/30/2016","","10:30 PM","Grand Rounds Block Party","5:30 PM","12:00 PM","4/30/2016","10:30 PM","4/30/2016","12/29/2015 11:27:38 PM","1","BAC055D7-B918-44C2-89BF-6BBDE2715885","7"
"12/30/2015 12:16:28 AM","Ben Assef","12/31/2015","12/31/2015","","","Dude Year's Eve","","","12/31/2015","","12/31/2015","12/30/2015 12:16:54 AM","1","8EEDAF85-8E84-4DE6-992C-E7656E2B1141","7"
